name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Candes 25 Litre Automatic Storage ISI Approved Vertical Electric Water Heater (Geyser) 5 Star Rated with Installation Kit...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41HOoBFMkaL._AC_UL320_.jpg,https://www.amazon.in/Candes-Automatic-Storage-Electric-Installation/dp/B08YRQQGZ7/ref=sr_1_2588?qid=1679135740&s=appliances&sr=1-2588,3.9,"4,185","₹3,999","₹8,399"
"Rainflow Disc Filter for R.O. Filter, Garden Lawn, Drip irrigation filter, Home or Apartment Water Tank (1 Inch)-120 Mesh/...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ZZPfrEXrL._AC_UL320_.jpg,https://www.amazon.in/Rainflow-Disc-irrigation-Apartment-Warranty/dp/B09Z68XGML/ref=sr_1_2589?qid=1679135740&s=appliances&sr=1-2589,4.0,21,₹446,"₹1,499"
Store2508 Lint Roller with Cover (60 Sheet) + 8 Refills (60 Sheets Each),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81xeHUoVSKL._AC_UL320_.jpg,https://www.amazon.in/Store2508%C2%AE-Roller-Cover-Refills-Sheets/dp/B07WZXGYS9/ref=sr_1_2590?qid=1679135740&s=appliances&sr=1-2590,4.2,284,₹699,₹999
"Godrej 195 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RD UNO 1954 PTDI JW WN, Jewel Wine, Base Stand with Dra...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61uDmtoLQ1S._AC_UL320_.jpg,https://www.amazon.in/Godrej-Inverter-Direct-Cool-Single-Refrigerator/dp/B08VJ49Y5Y/ref=sr_1_2591?qid=1679135740&s=appliances&sr=1-2591,4.1,279,"₹15,690","₹19,990"
Seazone 24V 2.5 Amp AC-DC SMPS Power Supply,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41QIRt5PL5L._AC_UL320_.jpg,https://www.amazon.in/Seazone-Manufacturing-Supply-Purifier-Accessories/dp/B07CPM7Z28/ref=sr_1_2592?qid=1679135740&s=appliances&sr=1-2592,3.8,"1,184",₹379,₹750
"PrettyKrafts Water Purifier RO Cover for Aquaguard, Kent Grand, Kent Pearl Ro Body Cover for Kent Grand Plus, Multi Checks",appliances,All Appliances,https://m.media-amazon.com/images/I/71hzAa+AbVS._AC_UL320_.jpg,https://www.amazon.in/PrettyKrafts-Water-Purifier-Aquaguard-Checks/dp/B0976ZKJR3/ref=sr_1_2593?qid=1679135742&s=appliances&sr=1-2593,3.8,165,₹247,₹699
"Lloyd 1.5 Ton 4 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Golden Deco Strip, Glw18C4Ywgew)",appliances,All Appliances,https://m.media-amazon.com/images/I/61bAqnFCY8L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Window-Copper-Golden-GLW18C4YWGEW/dp/B0BRKX5WWK/ref=sr_1_2594?qid=1679135742&s=appliances&sr=1-2594,3.6,23,"₹29,799","₹50,990"
AXVOLT 500 VA Copper Voltage Stabilizer for Double Door Fridge/Refrigerator up to 450 Liter White,appliances,All Appliances,https://m.media-amazon.com/images/I/61pntynDBBL._AC_UL320_.jpg,https://www.amazon.in/AXVOLT-Voltage-Stabilizer-Copper-Warranty/dp/B08XYZPFNC/ref=sr_1_2595?qid=1679135742&s=appliances&sr=1-2595,4.1,117,"₹1,295","₹2,900"
"CILICAnT 5 Gram (10 Pcs) Silica Gel Orange Packets Desiccant Dehumidifiers, Indicating Silica Gel Packs for Moisture Absor...",appliances,All Appliances,https://m.media-amazon.com/images/I/81sSmOjsJWL._AC_UL320_.jpg,https://www.amazon.in/CILICAnT-Desiccant-Dehumidifiers-Indicating-Absorption/dp/B0862CRZV3/ref=sr_1_2596?qid=1679135742&s=appliances&sr=1-2596,4.2,502,₹120,₹156
Irkaja 1.5 Meter Front & Top Load Washing Machine Flexible Inlet Hose Pipe with Lock Type Tap Adapter (1.5 Meter),appliances,All Appliances,https://m.media-amazon.com/images/I/81Z9LKRp4OL._AC_UL320_.jpg,https://www.amazon.in/Washing-Machine-Flexible-Adapter-Connector/dp/B07TFKF8Q6/ref=sr_1_2597?qid=1679135742&s=appliances&sr=1-2597,3.8,262,₹299,₹449
"Voltas 1.5 Ton 3 Star, Fixed Speed Window AC (Copper, Turbo Mode, 2023 Model, 183 Vectra Pearl, White)",appliances,All Appliances,https://m.media-amazon.com/images/I/61hrzDc3aTL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Window-183-Vectra-Pearl/dp/B0BSJ7KZLJ/ref=sr_1_2598?qid=1679135742&s=appliances&sr=1-2598,,,"₹29,990","₹42,990"
"Topinon Fridge Cover Top with Pockets (,130 x 55 cm) (Blue)",appliances,All Appliances,https://m.media-amazon.com/images/I/71oRaqLpRhS._AC_UL320_.jpg,https://www.amazon.in/Topinon-Fridge-Cover-Pockets-Blue/dp/B09H2BRX9K/ref=sr_1_2599?qid=1679135742&s=appliances&sr=1-2599,3.9,406,₹331.55,₹899
"Casa Copenhagen Lion Collection'23, 40 L - Personal Air Cooler with Anti Bacterial Honeycomb Pads, 3rd Turbo Fan, Powerful...",appliances,All Appliances,https://m.media-amazon.com/images/I/61P1YJmkHoL._AC_UL320_.jpg,https://www.amazon.in/Casa-Copenhagen-Lion-Collection23-Consumption/dp/B0BY79X282/ref=sr_1_2600?qid=1679135742&s=appliances&sr=1-2600,5.0,24,"₹5,999","₹19,999"
The Artsy Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Ca...,appliances,All Appliances,https://m.media-amazon.com/images/I/51jkax+VVcL._AC_UL320_.jpg,https://www.amazon.in/Artsy-Activated-Universal-Interface-Filter-Pack/dp/B0BT7T4961/ref=sr_1_2601?qid=1679135742&s=appliances&sr=1-2601,3.5,3,₹279,₹999
Bajaj Ultima Neo PT-01 200 mm Table Fan - Blue,appliances,All Appliances,https://m.media-amazon.com/images/I/61yu0zlVjaL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Ultima-Neo-PT-01-Table/dp/B09TFGKY3B/ref=sr_1_2602?qid=1679135742&s=appliances&sr=1-2602,2.9,223,"₹1,449","₹2,070"
"RODAK Two Extension Plastic Tubes, 50 cm Length Each, Compatible With 32 MM Connecting Size Vacuum Cleaners, Imported",appliances,All Appliances,https://m.media-amazon.com/images/I/61s4e+0iwML._AC_UL320_.jpg,https://www.amazon.in/Quality-Extension-Plastic-Compatible-Cleaners/dp/B082J2Q25B/ref=sr_1_2603?qid=1679135742&s=appliances&sr=1-2603,4.2,195,₹538,₹999
"Premier Wet Grinder Life Style PG 50 2LtrV- ( L x B x H) 33*33*40, Red)",appliances,All Appliances,https://m.media-amazon.com/images/I/61Zi8DMh4YL._AC_UL320_.jpg,https://www.amazon.in/Premier-Stainless-Steel-Table-Grinder/dp/B006QKSP50/ref=sr_1_2604?qid=1679135742&s=appliances&sr=1-2604,4.0,489,"₹6,270","₹8,890"
"Whirlpool 192 L 4 Star Inverter Direct-Cool Single Door Refrigerator (215 IMPRO ROY 4S Inv SAPPHIRE MULIA-Z, Sapphire Muli...",appliances,All Appliances,https://m.media-amazon.com/images/I/51ujqhxf6pL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Inverter-Direct-Cool-Refrigerator-Freshness/dp/B0BSRVXJ8H/ref=sr_1_2605?qid=1679135742&s=appliances&sr=1-2605,5.0,2,"₹17,290","₹22,250"
QPT by STARQ 2500W High Pressure Washer 180-250Bar Q5 (Q5 Combo),appliances,All Appliances,https://m.media-amazon.com/images/I/51TrGcpzfpL._AC_UL320_.jpg,https://www.amazon.in/QPT-STARQ-Pressure-Washer-180-250Bar/dp/B0BLSLKQ5J/ref=sr_1_2606?qid=1679135742&s=appliances&sr=1-2606,4.7,26,"₹8,499","₹19,999"
"ALTRUIST Spray Bottles 500ml Clean Squirt Bottle Colorful Multi-uses Spray Bottles for Cleaning, Water Flowers - Multicolo...",appliances,All Appliances,https://m.media-amazon.com/images/I/51s9CozniJL._AC_UL320_.jpg,https://www.amazon.in/Altruist-Bottles-Colorful-Multi-uses-Cleaning/dp/B099RMN8VW/ref=sr_1_2607?qid=1679135742&s=appliances&sr=1-2607,3.6,38,₹99,₹149
"HIFRESH Air Cooler for Home, 180W Low Consumption & 3 Antibacterial Honeycomb Pads, 20L Tank, 3 Speeds & 2 Modes w/ 4 Ice ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71txkC-fsDL._AC_UL320_.jpg,https://www.amazon.in/HIFRESH-Consumption-Antibacterial-Honeycomb-Evaporative/dp/B0BPH4WC2Y/ref=sr_1_2608?qid=1679135742&s=appliances&sr=1-2608,5.0,3,"₹11,915","₹16,500"
"Havells 1200mm Stealth Wood Energy Saving Ceiling Fan (Walnut Cola Chrome, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/91FiYQIe+pL._AC_UL320_.jpg,https://www.amazon.in/Havells-1200mm-Stealth-Energy-Ceiling/dp/B0BRG2HWLF/ref=sr_1_2609?qid=1679135742&s=appliances&sr=1-2609,5.0,1,"₹7,899","₹13,490"
Amazon Basics 1700 W Digital Air Fryer with Touchscreen Panel | 5.5 Litre Non Stick Basket with Metallic Interior| 8 Pre S...,appliances,All Appliances,https://m.media-amazon.com/images/I/81I2tY2MSeL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Litre-1700-Fryer-Touchscreen/dp/B0842CVYNS/ref=sr_1_2610?qid=1679135742&s=appliances&sr=1-2610,3.8,656,"₹4,699","₹11,000"
GLEN 60 cm 1050m3/hr Auto-Clean curved glass Kitchen Chimney Filterless Motion Sensor Touch Controls (Senza Black),appliances,All Appliances,https://m.media-amazon.com/images/I/41SavAi1ZPS._AC_UL320_.jpg,https://www.amazon.in/GLEN-Senza-Filterless-clean-Chimney/dp/B08CZVLGCD/ref=sr_1_2611?qid=1679135742&s=appliances&sr=1-2611,4.2,"1,040","₹15,368","₹20,995"
Melitta Two Cup Coffee Filter Paper: Pack of 80,appliances,All Appliances,https://m.media-amazon.com/images/I/81C4M6e3-1L._AC_UL320_.jpg,https://www.amazon.in/Melitta-Two-Coffee-Filter-Paper/dp/B0007VJMM4/ref=sr_1_2612?qid=1679135742&s=appliances&sr=1-2612,4.5,"1,212",₹499,₹800
Tiksha Enterprises FREEZER DOOR COMAPATIBLE FOR Whirlpool GEN Y/Imfresh/Fusion/ICE MAGIC,appliances,All Appliances,https://m.media-amazon.com/images/I/51UcaYYvZ0L._AC_UL320_.jpg,https://www.amazon.in/Enterprises-Whirlpool-Imfresh-Compatible-Multicolour/dp/B07NY8FWDF/ref=sr_1_2613?qid=1679135742&s=appliances&sr=1-2613,3.9,"1,379",₹840,₹850
"Rossmann Professional Stand Mixer, Powerful 1400 Watts, 100% Pure Copper Motor, 4 Safety Features, Metal Gears & Planetary...",appliances,All Appliances,https://m.media-amazon.com/images/I/61oHdFNlkVL._AC_UL320_.jpg,https://www.amazon.in/Rossmann-Professional-Planetary-Rotation-Warranty/dp/B09KYBBQ63/ref=sr_1_2614?qid=1679135742&s=appliances&sr=1-2614,4.4,216,"₹9,979","₹19,995"
Irkaja Magic Filter/Round Lint Filter Compatible with LG. Top Loading Fully Automatic Washing Machines,appliances,All Appliances,https://m.media-amazon.com/images/I/71pWF1CjhrL._AC_UL320_.jpg,https://www.amazon.in/Plastic-Lint-Filter-Washing-Machines/dp/B077KCNCJL/ref=sr_1_2615?qid=1679135742&s=appliances&sr=1-2615,4.1,525,₹219,₹399
"Godrej 255 L 2 Star Inverter Frost-Free Double Door Refrigerator with Jumbo Vegetable Tray (RF EON 255B 25 HI RY DR, Blue,...",appliances,All Appliances,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Frost-Free-Refrigerator-EON-255B/dp/B083SQWR5J/ref=sr_1_2616?qid=1679135742&s=appliances&sr=1-2616,4.0,626,"₹21,490","₹22,900"
"Plastic Puri Maker Press Machine with Manual Handle, Unbreakable Puri Press Machine(Multicolor)",appliances,All Appliances,https://m.media-amazon.com/images/I/21sZ6TR+gKL._AC_UL320_.jpg,https://www.amazon.in/Plastic-Machine-Manual-Unbreakable-Multicolor/dp/B0B9N9RK1Y/ref=sr_1_2617_mod_primary_new?qid=1679135743&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2617,2.5,9,₹199,₹999
Stylista Washing Machine Cover Compatible for Whirlpool 7.5 kg Fully-Automatic Top Load 360 Degree Bloomwash Pro 7.5 Print...,appliances,All Appliances,https://m.media-amazon.com/images/I/61jARd+OJGL._AC_UL320_.jpg,https://www.amazon.in/Stylista-Washing-Whirlpool-Fully-Automatic-Bloomwash/dp/B07RW6NCGJ/ref=sr_1_2618?qid=1679135743&s=appliances&sr=1-2618,3.9,221,₹499,₹999
"AGARO Optima Electric Kettle - 0.5L, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/71BnnQhjHxL._AC_UL320_.jpg,https://www.amazon.in/OPTIMA-ELECTRIC-KETTLE-1500-Watt-Stainless/dp/B08CS2S4JB/ref=sr_1_2619?qid=1679135743&s=appliances&sr=1-2619,4.4,247,₹939,"₹1,799"
"Aqualex, Pokar RO Inline Filter 3 pcs Set Pre Carbon, Sediment Filter, Post Carbon and 6 pcs Elbow Suitable for All RO Wat...",appliances,All Appliances,https://m.media-amazon.com/images/I/81yhFZekGUL._AC_UL320_.jpg,https://www.amazon.in/Pokar-Ro-Lexcru-Cruze-Sediment/dp/B07MFHKWCR/ref=sr_1_2620?qid=1679135743&s=appliances&sr=1-2620,3.9,329,₹570,"₹1,199"
"Panasonic 7 Kg 5 Star Fully-Automatic Top Loading Washing Machine (NA-F70LF2MRB, Light Grey, 12 Wash Program, Active Foam ...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Pw9Vd50IL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Fully-Automatic-Loading-Washing-NA-F70LF2MRB/dp/B09YD9QDXX/ref=sr_1_2621?qid=1679135743&s=appliances&sr=1-2621,4.4,"1,471","₹15,990","₹25,000"
"Geek AiroCook Acis Electric Air Fryer Oven for Home | 14L Capacity | 5 Preset Functions - Toasting, Baking, Grilling, Air ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71r+jmbFh3L._AC_UL320_.jpg,https://www.amazon.in/Geek-AiroCook-Acis-Capacity-Function/dp/B09SHWDCQL/ref=sr_1_2622?qid=1679135743&s=appliances&sr=1-2622,3.9,581,"₹8,999","₹11,999"
atomberg Renesa+ 900mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spe...,appliances,All Appliances,https://m.media-amazon.com/images/I/61xYsbBdKZL._AC_UL320_.jpg,https://www.amazon.in/Atomberg-Renesa-Control-Formerly-Gorilla/dp/B086CQC3BM/ref=sr_1_2623?qid=1679135743&s=appliances&sr=1-2623,4.3,"1,046","₹5,040","₹5,560"
"PrettyKrafts Water Purifier RO Cover for Aquaguard, Kent Grand, Kent Pearl Ro Body Cover for Kent Grand Plus, Multi Checks",appliances,All Appliances,https://m.media-amazon.com/images/I/71hzAa+AbVS._AC_UL320_.jpg,https://www.amazon.in/PrettyKrafts-Water-Purifier-Aquaguard-Checks/dp/B0976ZKJR3/ref=sr_1_2624?qid=1679135743&s=appliances&sr=1-2624,3.8,165,₹247,₹699
"Candes Arena 900mm, 36 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Pack of ...",appliances,All Appliances,https://m.media-amazon.com/images/I/312ee3ABiTL._AC_UL320_.jpg,https://www.amazon.in/Candes-Arena-Anti-dust-Decorative-Warranty/dp/B097ZZGNX6/ref=sr_1_2625?qid=1679135743&s=appliances&sr=1-2625,4.0,35,"₹2,199","₹3,998"
"Lloyd 1.5 Ton 4 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Golden Deco Strip, Glw18C4Ywgew)",appliances,All Appliances,https://m.media-amazon.com/images/I/61bAqnFCY8L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Window-Copper-Golden-GLW18C4YWGEW/dp/B0BRKX5WWK/ref=sr_1_2626?qid=1679135743&s=appliances&sr=1-2626,3.6,23,"₹29,799","₹50,990"
AXVOLT 500 VA Copper Voltage Stabilizer for Double Door Fridge/Refrigerator up to 450 Liter White,appliances,All Appliances,https://m.media-amazon.com/images/I/61pntynDBBL._AC_UL320_.jpg,https://www.amazon.in/AXVOLT-Voltage-Stabilizer-Copper-Warranty/dp/B08XYZPFNC/ref=sr_1_2627?qid=1679135743&s=appliances&sr=1-2627,4.1,117,"₹1,295","₹2,900"
"CILICAnT 5 Gram (10 Pcs) Silica Gel Orange Packets Desiccant Dehumidifiers, Indicating Silica Gel Packs for Moisture Absor...",appliances,All Appliances,https://m.media-amazon.com/images/I/81sSmOjsJWL._AC_UL320_.jpg,https://www.amazon.in/CILICAnT-Desiccant-Dehumidifiers-Indicating-Absorption/dp/B0862CRZV3/ref=sr_1_2628?qid=1679135743&s=appliances&sr=1-2628,4.2,502,₹120,₹156
Irkaja 1.5 Meter Front & Top Load Washing Machine Flexible Inlet Hose Pipe with Lock Type Tap Adapter (1.5 Meter),appliances,All Appliances,https://m.media-amazon.com/images/I/81Z9LKRp4OL._AC_UL320_.jpg,https://www.amazon.in/Washing-Machine-Flexible-Adapter-Connector/dp/B07TFKF8Q6/ref=sr_1_2629?qid=1679135743&s=appliances&sr=1-2629,3.8,262,₹299,₹449
"Voltas 1.5 Ton 3 Star, Fixed Speed Window AC (Copper, Turbo Mode, 2023 Model, 183 Vectra Pearl, White)",appliances,All Appliances,https://m.media-amazon.com/images/I/61hrzDc3aTL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Window-183-Vectra-Pearl/dp/B0BSJ7KZLJ/ref=sr_1_2630?qid=1679135743&s=appliances&sr=1-2630,,,"₹29,990","₹42,990"
"Nikrim™ Portable Blender, Personal Mini Bottle Travel Electric Smoothie Blender Maker Fruit Juicer Cup, with 13oz Bottles,...",appliances,All Appliances,https://m.media-amazon.com/images/I/7170KHklOEL._AC_UL320_.jpg,https://www.amazon.in/NikrimTM-Portable-Rechargeable-Batteries-smoothies/dp/B09SF3CLMF/ref=sr_1_2631?qid=1679135743&s=appliances&sr=1-2631,3.0,2,,
"GOBBLER Electric Fryer 2 Liter 1200-Watts Healthy Fryer with 360 Degree Rapid Air Technology, Adjustable Temperature Contr...",appliances,All Appliances,https://m.media-amazon.com/images/I/71HXWFSdanS._AC_UL320_.jpg,https://www.amazon.in/GOBBLER-Air-Fryer-Adjustable-Temperature/dp/B08QMPX9LQ/ref=sr_1_2632?qid=1679135743&s=appliances&sr=1-2632,4.2,232,"₹3,099","₹10,200"
"Casa Copenhagen Lion Collection'23, 40 L - Personal Air Cooler with Anti Bacterial Honeycomb Pads, 3rd Turbo Fan, Powerful...",appliances,All Appliances,https://m.media-amazon.com/images/I/61P1YJmkHoL._AC_UL320_.jpg,https://www.amazon.in/Casa-Copenhagen-Lion-Collection23-Consumption/dp/B0BY79X282/ref=sr_1_2633?qid=1679135743&s=appliances&sr=1-2633,5.0,24,"₹5,999","₹19,999"
The Artsy Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Ca...,appliances,All Appliances,https://m.media-amazon.com/images/I/51jkax+VVcL._AC_UL320_.jpg,https://www.amazon.in/Artsy-Activated-Universal-Interface-Filter-Pack/dp/B0BT7T4961/ref=sr_1_2634?qid=1679135743&s=appliances&sr=1-2634,3.5,3,₹279,₹999
Bajaj Ultima Neo PT-01 200 mm Table Fan - Blue,appliances,All Appliances,https://m.media-amazon.com/images/I/61yu0zlVjaL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Ultima-Neo-PT-01-Table/dp/B09TFGKY3B/ref=sr_1_2635?qid=1679135743&s=appliances&sr=1-2635,2.9,223,"₹1,449","₹2,070"
"RODAK Two Extension Plastic Tubes, 50 cm Length Each, Compatible With 32 MM Connecting Size Vacuum Cleaners, Imported",appliances,All Appliances,https://m.media-amazon.com/images/I/61s4e+0iwML._AC_UL320_.jpg,https://www.amazon.in/Quality-Extension-Plastic-Compatible-Cleaners/dp/B082J2Q25B/ref=sr_1_2636?qid=1679135743&s=appliances&sr=1-2636,4.2,195,₹538,₹999
"Premier Wet Grinder Life Style PG 50 2LtrV- ( L x B x H) 33*33*40, Red)",appliances,All Appliances,https://m.media-amazon.com/images/I/61Zi8DMh4YL._AC_UL320_.jpg,https://www.amazon.in/Premier-Stainless-Steel-Table-Grinder/dp/B006QKSP50/ref=sr_1_2637?qid=1679135743&s=appliances&sr=1-2637,4.0,489,"₹6,270","₹8,890"
"Amzing Portable Mini Manual Stapler Style Hand Sewing Machine, Craft Clothes, Stitch Handheld Cordless, Travel Use Conveni...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Mt0t4BnwL._AC_UL320_.jpg,https://www.amazon.in/Amzing-Portable-Handheld-Cordless-Convenience/dp/B0B9SJ41JJ/ref=sr_1_2638?qid=1679135743&s=appliances&sr=1-2638,1.6,4,₹229,₹499
"Whirlpool 192 L 4 Star Inverter Direct-Cool Single Door Refrigerator (215 IMPRO ROY 4S Inv SAPPHIRE MULIA-Z, Sapphire Muli...",appliances,All Appliances,https://m.media-amazon.com/images/I/51ujqhxf6pL._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Inverter-Direct-Cool-Refrigerator-Freshness/dp/B0BSRVXJ8H/ref=sr_1_2639?qid=1679135743&s=appliances&sr=1-2639,5.0,2,"₹17,290","₹22,250"
"ALTRUIST Spray Bottles 500ml Clean Squirt Bottle Colorful Multi-uses Spray Bottles for Cleaning, Water Flowers - Multicolo...",appliances,All Appliances,https://m.media-amazon.com/images/I/51s9CozniJL._AC_UL320_.jpg,https://www.amazon.in/Altruist-Bottles-Colorful-Multi-uses-Cleaning/dp/B099RMN8VW/ref=sr_1_2640?qid=1679135743&s=appliances&sr=1-2640,3.6,38,₹99,₹149
"HIFRESH Air Cooler for Home, 180W Low Consumption & 3 Antibacterial Honeycomb Pads, 20L Tank, 3 Speeds & 2 Modes w/ 4 Ice ...",appliances,All Appliances,https://m.media-amazon.com/images/I/71txkC-fsDL._AC_UL320_.jpg,https://www.amazon.in/HIFRESH-Consumption-Antibacterial-Honeycomb-Evaporative/dp/B0BPH4WC2Y/ref=sr_1_2641?qid=1679135744&s=appliances&sr=1-2641,5.0,3,"₹11,915","₹16,500"
"Havells 1200mm Stealth Wood Energy Saving Ceiling Fan (Walnut Cola Chrome, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/91FiYQIe+pL._AC_UL320_.jpg,https://www.amazon.in/Havells-1200mm-Stealth-Energy-Ceiling/dp/B0BRG2HWLF/ref=sr_1_2642?qid=1679135744&s=appliances&sr=1-2642,5.0,1,"₹7,899","₹13,490"
GLEN 60 cm 1050m3/hr Auto-Clean curved glass Kitchen Chimney Filterless Motion Sensor Touch Controls (Senza Black),appliances,All Appliances,https://m.media-amazon.com/images/I/41SavAi1ZPS._AC_UL320_.jpg,https://www.amazon.in/GLEN-Senza-Filterless-clean-Chimney/dp/B08CZVLGCD/ref=sr_1_2643?qid=1679135744&s=appliances&sr=1-2643,4.2,"1,040","₹15,368","₹20,995"
Melitta Two Cup Coffee Filter Paper: Pack of 80,appliances,All Appliances,https://m.media-amazon.com/images/I/81C4M6e3-1L._AC_UL320_.jpg,https://www.amazon.in/Melitta-Two-Coffee-Filter-Paper/dp/B0007VJMM4/ref=sr_1_2644?qid=1679135744&s=appliances&sr=1-2644,4.5,"1,212",₹499,₹800
"Shapure Imported Ro Faucet tap for Undersink for All Ro Water purifiers, Stainless Steel Kitchen Sink Faucet Tap with Chro...",appliances,All Appliances,https://m.media-amazon.com/images/I/51TMf4lFGpL._AC_UL320_.jpg,https://www.amazon.in/Shapure-Undersink-purifiers-Stainless-Drinking/dp/B09922T8ZR/ref=sr_1_2645?qid=1679135744&s=appliances&sr=1-2645,3.7,"1,334",₹436,₹999
Irkaja Magic Filter/Round Lint Filter Compatible with LG. Top Loading Fully Automatic Washing Machines,appliances,All Appliances,https://m.media-amazon.com/images/I/71pWF1CjhrL._AC_UL320_.jpg,https://www.amazon.in/Plastic-Lint-Filter-Washing-Machines/dp/B077KCNCJL/ref=sr_1_2646?qid=1679135744&s=appliances&sr=1-2646,4.1,525,₹219,₹399
"Godrej 255 L 2 Star Inverter Frost-Free Double Door Refrigerator with Jumbo Vegetable Tray (RF EON 255B 25 HI RY DR, Blue,...",appliances,All Appliances,https://m.media-amazon.com/images/I/71FxWNuC7sL._AC_UL320_.jpg,https://www.amazon.in/Godrej-Frost-Free-Refrigerator-EON-255B/dp/B083SQWR5J/ref=sr_1_2647?qid=1679135744&s=appliances&sr=1-2647,4.0,626,"₹21,490","₹22,900"
"Toshiba 14 Place Settings (DW-14F1IN(S)-1, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/51JHwW3fP6L._AC_UL320_.jpg,https://www.amazon.in/Toshiba-Settings-DW-14F1IN-1-Silver/dp/B08TN6J2JG/ref=sr_1_2648?qid=1679135744&s=appliances&sr=1-2648,2.9,2,"₹25,990","₹39,990"
"Aqua Gold Tap Filter with Extra Candle - Tap Filter with 2 Extra Candle, Pack of 1 Filter + 2 Cartridges, Alkaline, White",appliances,All Appliances,https://m.media-amazon.com/images/I/41YpqfLNTeL._AC_UL320_.jpg,https://www.amazon.in/Aqua-Gold-Bright-Future-Asklr110/dp/B018K5MIAQ/ref=sr_1_2649?qid=1679135744&s=appliances&sr=1-2649,3.2,"1,599",₹175,₹400
"Philips HL7579/00 600W Juicer Mixer Grinder with 1 Nutri Juicer jar, 1 Blend & Carry Jar & 1 SS Multipurpose Jar",appliances,All Appliances,https://m.media-amazon.com/images/I/41aC5KxgGOL._AC_UL320_.jpg,https://www.amazon.in/Philips-HL7579-00-Grinder-Purpose/dp/B07WSP2PW9/ref=sr_1_2650?qid=1679135744&s=appliances&sr=1-2650,3.9,435,"₹4,769","₹6,495"
QPT by STARQ 2500W High Pressure Washer 180-250Bar Q5 (Q5 Combo),appliances,All Appliances,https://m.media-amazon.com/images/I/51TrGcpzfpL._AC_UL320_.jpg,https://www.amazon.in/QPT-STARQ-Pressure-Washer-180-250Bar/dp/B0BLSLKQ5J/ref=sr_1_2651?qid=1679135744&s=appliances&sr=1-2651,4.7,26,"₹8,499","₹19,999"
HILLSTON™ Genuine SPARES - Water Inlet/Feed Valve Water Inlet Valve-2 Way Suitable for IFB/Samsung/LG Washing Machines,appliances,All Appliances,https://m.media-amazon.com/images/I/51a2v9kTp1L._AC_UL320_.jpg,https://www.amazon.in/HILLSTONTM-Genuine-SPARES-Suitable-Machines/dp/B08LVZZ21J/ref=sr_1_2652?qid=1679135744&s=appliances&sr=1-2652,4.2,183,₹448,"₹1,290"
"Pigeon Xpresso Stainless Steel Coffee Perculator, 350ml, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/615yvb6h1iL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Xpresso-Stainless-Coffee-Perculator/dp/B071KZ44BL/ref=sr_1_2653?qid=1679135744&s=appliances&sr=1-2653,4.1,"1,683",₹799,₹845
